,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20140120 15:40:06:559,-32,11.3,0.0,2.01,-23.560108,-46.723083,0.01,true,3,19,-1.26,317.03998,-1.51,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:06:815,-33,11.3,0.0,1.98,-23.560108,-46.723083,0.01,true,3,19,-1.22,316.99,-1.53,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:07:026,-25,11.3,0.0,1.97,-23.560108,-46.723083,0.014142135,true,3,19,-1.2,316.95,-1.54,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:07:217,-25,11.3,0.0,1.97,-23.560108,-46.723083,0.0,true,3,19,-1.19,316.9,-1.54,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:07:419,-25,11.3,0.0,1.96,-23.560108,-46.723083,0.014142135,true,3,19,-1.17,316.88,-1.54,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:07:665,-22,11.3,0.0,1.96,-23.560108,-46.723083,0.014142135,true,3,19,-1.16,316.84,-1.54,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:07:801,-22,11.3,0.0,1.99,-23.560108,-46.723083,0.014142135,true,3,19,-1.14,316.8,-1.55,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:07:997,-28,11.3,0.0,1.97,-23.560108,-46.723083,0.014142135,true,3,19,-1.14,316.77002,-1.55,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:08:197,-29,11.3,0.0,1.98,-23.560108,-46.723083,0.022360679,true,3,19,-1.12,316.72998,-1.56,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:08:396,-17,11.3,0.0,2.02,-23.560108,-46.723083,0.01,true,3,19,-1.1,316.71002,-1.57,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:08:545,-22,11.3,0.0,2.02,-23.560108,-46.723083,2.5500195,true,3,19,-1.09,316.69,-1.57,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:08:834,-18,11.3,0.0,2.04,-23.560108,-46.723083,0.02828427,true,3,19,-1.05,316.74,-1.71,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:08:999,-21,11.3,0.0,2.05,-23.560108,-46.723083,0.022360679,true,3,19,-1.03,316.72,-1.67,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:09:090,-21,11.3,0.0,2.06,-23.560108,-46.723083,0.022360679,true,3,19,-1.03,316.72998,-1.77,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:09:384,-27,11.3,0.0,2.0,-23.560108,-46.723083,0.022360679,true,3,19,-1.02,316.68,-1.6,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:09:583,-21,11.3,0.0,2.01,-23.560108,-46.723083,0.02,true,3,19,-1.02,316.66,-1.67,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:09:842,-24,11.3,0.0,1.99,-23.560108,-46.723083,0.04,true,3,19,-0.97,316.63,-1.63,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:10:030,-29,11.3,0.0,2.0,-23.560108,-46.723083,0.0,true,3,19,-0.98,316.57,-1.65,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:11:168,-27,11.3,0.0,1.99,-23.560108,-46.723083,0.02,true,3,19,-0.95,316.37,-1.74,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:11:274,-27,11.3,0.0,1.98,-23.560108,-46.723083,0.0,true,3,19,-0.95,316.36,-1.69,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:12:760,-22,11.3,0.0,1.94,-23.560108,-46.723083,0.0,true,3,19,-0.94,316.14,-1.69,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:12:855,-25,11.3,0.0,1.93,-23.560108,-46.723083,0.0,true,3,19,-0.94,316.12,-1.72,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:12:934,-24,11.3,0.0,1.97,-23.560108,-46.723083,0.01,true,3,19,-0.94,316.11,-1.69,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:13:349,-39,11.3,0.0,1.97,-23.560108,-46.723083,0.014142135,true,3,19,-0.87,316.26,-1.9,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:13:551,-19,11.3,0.0,1.98,-23.560108,-46.723083,0.02,true,3,19,-0.91,316.2,-1.73,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:13:760,-26,11.3,0.0,1.95,-23.560108,-46.723083,0.01,true,3,19,-0.93,316.2,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:13:945,-18,11.4,0.0,1.92,-23.560108,-46.723083,0.022360679,true,3,19,-0.94,316.13,-1.85,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:14:332,-27,11.4,0.0,1.93,-23.560108,-46.723083,0.01,true,3,19,-0.95,316.05,-1.8,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:14:530,-28,11.4,0.0,1.91,-23.560108,-46.723083,0.014142135,true,3,19,-0.96,315.99,-1.87,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:14:750,-21,11.4,0.0,1.91,-23.560108,-46.723083,0.01,true,3,19,-0.97,315.93,-1.89,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:14:917,-29,11.4,0.0,1.9,-23.560108,-46.723083,0.01,true,3,19,-0.98,315.91,-2.11,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:15:119,-30,11.4,0.0,1.91,-23.560108,-46.723083,0.01,true,3,19,-0.97,315.83002,-1.89,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:15:323,-24,11.4,0.0,1.96,-23.560108,-46.723083,0.01,true,3,19,-1.02,315.77002,-2.38,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:15:458,-29,11.4,0.0,1.96,-23.560108,-46.723083,0.01,true,3,19,-1.0,315.74,-2.01,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:15:507,-27,11.4,0.0,1.96,-23.560108,-46.723083,2.5500784,true,3,19,-0.99,315.7,-2.02,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:15:599,-30,11.4,0.0,1.96,-23.560108,-46.723083,0.02,true,3,19,-0.99,315.68,-1.89,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:15:799,-31,11.4,0.0,1.93,-23.560108,-46.723083,0.0,true,3,19,-1.01,315.63,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:16:003,-25,11.4,0.0,1.98,-23.560108,-46.723083,0.01,true,3,19,-0.99,315.56,-2.06,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:16:102,-25,11.4,0.0,2.01,-23.560108,-46.723083,0.014142135,true,3,19,-0.99,315.53998,-2.11,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:17:486,-33,11.4,0.0,2.11,-23.560108,-46.723083,0.0,true,3,19,-1.0,315.16,-2.36,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:18:871,-30,11.4,0.0,2.09,-23.560108,-46.723083,0.014142135,true,3,19,-0.83,314.58002,-3.33,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:19:071,-21,11.4,0.0,2.1,-23.560108,-46.723083,0.01,true,3,19,-1.04,314.7,-2.28,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:19:458,-27,11.4,0.0,2.04,-23.560108,-46.723083,0.036055513,true,3,19,-1.02,314.69,-2.27,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:19:757,-33,11.4,0.0,2.01,-23.560108,-46.723083,0.01,true,3,19,-1.01,314.68,-2.04,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:19:853,-25,11.4,0.0,2.03,-23.560108,-46.723083,0.01,true,3,19,-1.01,314.68,-2.19,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:19:971,-25,11.4,0.0,2.05,-23.560108,-46.723083,0.01,true,3,19,-0.99,314.66998,-1.99,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:20:261,-43,11.4,0.0,2.01,-23.560108,-46.723083,0.014142135,true,3,19,-0.98,314.66,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:20:589,-27,11.4,0.0,2.01,-23.560108,-46.723083,0.01,true,3,19,-0.98,314.65,-2.08,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:20:644,-25,11.4,0.0,2.02,-23.560108,-46.723083,0.01,true,3,19,-0.98,314.65,-2.17,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:20:838,-22,11.4,0.0,1.99,-23.560108,-46.723083,0.01,true,3,19,-0.97,314.64,-2.17,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:21:037,-30,11.4,0.0,1.94,-23.560108,-46.723083,0.022360679,true,3,19,-0.97,314.63,-2.16,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:21:242,-22,11.4,0.0,1.95,-23.560108,-46.723083,0.01,true,3,19,-0.97,314.62,-2.16,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:21:541,-27,11.4,0.0,1.97,-23.560108,-46.723083,0.014142135,true,3,19,-0.97,314.61,-2.14,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:21:745,-19,11.4,0.0,1.97,-23.560108,-46.723083,0.0,true,3,19,-0.97,314.6,-2.15,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:21:921,-21,11.4,0.0,1.98,-23.560108,-46.723083,0.0,true,3,19,-0.96,314.59,-2.15,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:22:220,-25,11.4,0.0,2.02,-23.560108,-46.723083,0.014142135,true,3,19,-0.96,314.58002,-2.15,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:22:453,-21,11.4,0.0,2.0,-23.560108,-46.723083,0.014142135,true,3,19,-0.96,314.57,-2.15,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:23:909,-26,11.4,0.0,2.13,-23.560108,-46.723083,2.55,true,3,19,-0.93,314.53,-2.18,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:24:008,-25,11.4,0.0,2.12,-23.560108,-46.723083,0.01,true,3,19,-0.92,314.53,-2.18,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:25:297,-27,11.4,0.0,2.15,-23.560108,-46.723083,0.0,true,3,19,-0.88,314.49,-2.19,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:25:398,-27,11.4,0.0,2.14,-23.560108,-46.723083,0.0,true,3,19,-0.88,314.49,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:25:500,-20,11.4,0.0,2.14,-23.560108,-46.723083,2.56,true,3,19,-0.88,314.49,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:25:696,-24,11.4,0.0,2.09,-23.560108,-46.723083,0.014142135,true,3,19,-0.87,314.47998,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:25:902,-22,11.4,0.0,2.08,-23.560108,-46.723083,0.014142135,true,3,19,-0.87,314.47998,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:25:993,-27,11.4,0.0,2.07,-23.560108,-46.723083,0.014142135,true,3,19,-0.87,314.47998,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:26:105,-28,11.4,0.0,2.1,-23.560108,-46.723083,0.0,true,3,19,-0.87,314.49,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:26:728,-21,11.4,0.0,2.11,-23.560108,-46.723083,0.0,true,3,19,-0.86,314.49,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:26:762,-30,11.4,0.0,2.12,-23.560108,-46.723083,0.01,true,3,19,-0.86,314.5,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:26:782,-27,11.4,0.0,2.16,-23.560108,-46.723083,0.0,true,3,19,-0.86,314.5,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:26:800,-31,11.4,0.0,2.2,-23.560108,-46.723083,0.0,true,3,19,-0.86,314.5,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:26:904,-19,11.4,0.0,2.2,-23.560108,-46.723083,0.014142135,true,3,19,-0.85,314.5,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:26:979,-24,11.4,0.0,2.14,-23.560108,-46.723083,0.0,true,3,19,-0.85,314.5,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:27:058,-22,11.4,0.0,2.14,-23.560108,-46.723083,0.0,true,3,19,-0.85,314.51,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:27:264,-18,11.4,0.0,2.16,-23.560108,-46.723083,0.01,true,3,19,-0.85,314.52002,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:27:560,-20,11.4,0.0,2.18,-23.560108,-46.723083,0.0,true,3,19,-0.85,314.53,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:27:760,-27,11.4,0.0,2.21,-23.560108,-46.723083,0.01,true,3,19,-0.85,314.55,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:27:962,-28,11.4,0.0,2.22,-23.560108,-46.723083,0.01,true,3,19,-0.85,314.56,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:28:163,-19,11.4,0.0,2.19,-23.560108,-46.723083,0.01,true,3,19,-0.84,314.56,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:28:346,-22,11.4,0.0,2.22,-23.560108,-46.72308,0.01,true,3,19,-0.85,314.57,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:28:475,-25,11.4,0.0,2.18,-23.560108,-46.72308,0.01,true,3,19,-0.84,314.57,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:28:544,-21,11.4,0.0,2.17,-23.560108,-46.72308,0.014142135,true,3,19,-0.84,314.58002,-2.2,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:28:750,-27,11.4,0.0,2.23,-23.560108,-46.72308,0.014142135,true,3,19,-0.84,314.59,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:28:972,-23,11.4,0.0,2.21,-23.560108,-46.72308,0.01,true,3,19,-0.84,314.6,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:29:349,-21,11.4,0.0,2.22,-23.560108,-46.72308,2.55,true,3,19,-0.84,314.61,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:29:828,-21,11.4,0.0,2.12,-23.560108,-46.72308,0.01,true,3,19,-0.84,314.64,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:31:746,-23,11.4,0.0,2.09,-23.560108,-46.72308,0.01,true,3,19,-0.84,314.74,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:31:919,-18,11.4,0.0,2.08,-23.560108,-46.72308,0.0,true,3,19,-0.84,314.76,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:32:294,-26,11.4,0.0,2.13,-23.560106,-46.723083,0.014142135,true,3,19,-0.84,314.82,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:32:497,-33,11.4,0.0,2.15,-23.560106,-46.723083,0.014142135,true,3,19,-0.84,314.86,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:32:696,-23,11.4,0.0,2.15,-23.560106,-46.723083,2.5400198,true,3,19,-0.85,314.9,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:32:904,-42,11.4,0.0,2.11,-23.560106,-46.723083,2.55,true,3,19,-0.85,314.94,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:33:199,-22,11.4,0.0,2.1,-23.560106,-46.723083,0.02,true,3,19,-0.85,314.99,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:33:401,-25,11.4,0.0,2.07,-23.560106,-46.723083,0.036055513,true,3,19,-0.85,315.02002,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:33:493,-21,11.4,0.0,2.05,-23.560106,-46.723083,0.036055513,true,3,19,-0.84,315.02002,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:33:683,-21,11.4,0.0,2.09,-23.560106,-46.723083,0.02828427,true,3,19,-0.84,315.05,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:33:879,-25,11.4,0.0,2.13,-23.560106,-46.723083,0.022360679,true,3,19,-0.84,315.07,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:34:081,-17,11.4,0.0,2.11,-23.560106,-46.723083,0.01,true,3,19,-0.84,315.09,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:34:283,-20,11.4,0.0,2.14,-23.560106,-46.723083,0.022360679,true,3,19,-0.84,315.11,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:34:486,-16,11.4,0.0,2.15,-23.560106,-46.723083,0.022360679,true,3,19,-0.84,315.13,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:34:584,-14,11.4,0.0,2.12,-23.560106,-46.723083,0.02,true,3,19,-0.84,315.14,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:35:002,-14,11.4,0.0,2.09,-23.560106,-46.723083,0.060827624,true,3,19,-0.84,315.18,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:35:168,-22,11.4,0.0,2.07,-23.560106,-46.723083,0.022360679,true,3,19,-0.84,315.2,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:35:265,-18,11.4,0.0,2.08,-23.560106,-46.723083,0.022360679,true,3,19,-0.84,315.21002,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:36:050,-34,11.4,0.0,2.18,-23.560106,-46.723083,0.031622775,true,3,19,-0.84,315.28,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:36:647,-36,11.4,0.0,2.2,-23.560106,-46.723083,0.036055513,true,3,19,-0.84,315.32,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:38:239,-49,11.4,0.0,2.18,-23.560106,-46.723083,0.0,true,3,19,-0.85,315.41,-2.23,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:38:537,-49,11.4,0.0,2.17,-23.560108,-46.723083,0.0,true,3,19,-0.85,315.43,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:38:620,-48,11.4,0.0,2.19,-23.560108,-46.723083,0.0,true,3,19,-0.85,315.43,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:38:817,-46,11.4,0.0,2.15,-23.560108,-46.723083,0.02,true,3,19,-0.85,315.44,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:39:017,-51,11.4,0.0,2.16,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.46002,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:39:215,-45,11.4,0.0,2.11,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.47,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:39:460,-47,11.4,0.0,2.11,-23.560108,-46.723083,0.0,true,3,19,-0.85,315.47,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:39:760,-46,11.4,0.0,2.13,-23.560108,-46.723083,0.014142135,true,3,19,-0.85,315.49,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:39:999,-48,11.4,0.0,2.13,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.5,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:40:201,-49,11.4,0.0,2.17,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.5,-2.21,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:40:307,-52,11.4,0.0,2.18,-23.560108,-46.723083,2.5500195,true,3,19,-0.85,315.5,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:40:601,-45,11.4,0.0,2.24,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.51,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:40:770,-52,11.4,0.0,2.23,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.51,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:40:894,-40,11.4,0.0,2.2,-23.560108,-46.723083,0.0,true,3,19,-0.85,315.52002,-2.22,15,225,1,3,21,16,false,2,32,0.45
20140120 15:40:42:187,-42,11.4,0.0,2.16,-23.560108,-46.723083,0.0,true,3,19,-0.85,315.55,-2.21,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:42:391,-40,11.4,0.0,2.18,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.56,-2.21,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:42:482,-41,11.4,0.0,2.17,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.56,-2.21,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:42:568,-43,11.4,0.0,2.2,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.57,-2.21,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:42:680,-43,11.4,0.0,2.18,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.57,-2.21,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:43:674,-41,11.4,0.0,2.28,-23.560108,-46.723083,0.0,true,3,19,-0.85,315.6,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:43:802,-40,11.4,0.0,2.28,-23.560108,-46.723083,0.014142135,true,3,19,-0.85,315.6,-2.21,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:44:257,-41,11.4,0.0,2.26,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.6,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:44:461,-43,11.4,0.0,2.22,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.6,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:44:655,-44,11.4,0.0,2.23,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.61,-2.21,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:44:764,-42,11.4,0.0,2.23,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.61,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:45:244,-42,11.4,0.0,2.25,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.62,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:45:480,-43,11.4,0.0,2.24,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.62,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:45:641,-42,11.4,0.0,2.2,-23.560108,-46.723083,0.01,true,3,19,-0.85,315.62,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:45:940,-45,11.4,0.0,2.17,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.62,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:46:141,-43,11.4,0.0,2.22,-23.560108,-46.723083,0.014142135,true,3,19,-0.86,315.63,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:46:426,-43,11.4,0.0,2.22,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.63,-2.21,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:46:619,-45,11.4,0.0,2.25,-23.560108,-46.723083,0.014142135,true,3,19,-0.86,315.63,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:46:855,-40,11.4,0.0,2.26,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.63,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:47:076,-45,11.4,0.0,2.23,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.64,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:47:225,-43,11.4,0.0,2.25,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.64,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:48:414,-46,11.4,0.0,2.28,-23.560108,-46.723083,2.56,true,3,19,-0.86,315.65,-2.22,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:48:810,-41,11.4,0.0,2.25,-23.560108,-46.723083,0.014142135,true,3,19,-0.86,315.65,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:48:890,-41,11.4,0.0,2.23,-23.560108,-46.723083,2.55,true,3,19,-0.86,315.65,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:49:190,-46,11.4,0.0,2.25,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.65,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:50:573,-45,11.4,0.0,2.28,-23.560108,-46.723083,2.55,true,3,19,-0.86,315.66998,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:50:875,-45,11.4,0.0,2.26,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.66998,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:51:077,-45,11.4,0.0,2.27,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.66,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:51:179,-41,11.4,0.0,2.24,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.66998,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:51:277,-41,11.4,0.0,2.24,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.66998,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:51:569,-45,11.4,0.0,2.25,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.66998,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:51:801,-43,11.4,0.0,2.29,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.66998,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:52:069,-41,11.4,0.0,2.28,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.66998,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:52:243,-42,11.4,0.0,2.27,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.68,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:52:373,-42,11.4,0.0,2.27,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.68,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:52:669,-42,11.4,0.0,2.2,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.7,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:52:766,-41,11.4,0.0,2.21,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.7,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:52:844,-42,11.4,0.0,2.19,-23.560108,-46.723083,0.0,true,3,19,-0.86,315.7,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:53:012,-42,11.4,0.0,2.21,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.71002,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:53:074,-43,11.4,0.0,2.2,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.71002,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:53:245,-40,11.4,0.0,2.19,-23.560108,-46.723083,0.01,true,3,19,-0.86,315.72998,-2.23,15,225,1,3,21,16,false,2,32,0.4
20140120 15:40:53:556,-42,11.4,0.0,2.24,-23.560108,-46.723083,0.014142135,true,3,19,-0.86,315.74,-2.23,15,225,1,3,21,16,false,2,32,0.4
